0.000141	0.367680	
0.600896	0.255702	
0.589810	0.941265	
0.846803	0.219565	
0.227335	0.824472	
0.903037	0.349495	
0.957376	0.622298	
0.962309	0.534603	
0.080689	0.138567	
0.901482	0.203160	
0.514748	0.361909	
0.601580	0.747857	
0.231004	0.484718	
0.655368	0.770541	
0.487988	0.621431	
0.385775	0.719565	
0.724154	0.854361	
0.249474	0.908216	
0.387494	0.615389	
0.838673	0.576096	
0.446700	0.685905	
0.007887	0.560405	
0.727334	0.308346	
0.369425	0.924728	
0.908779	0.855405	
0.796906	0.599172	
0.279940	0.948323	
0.466770	0.997130	
0.757313	0.157813	
0.365746	0.090158	
0.283756	0.081412	
0.293255	0.742593	
0.759558	0.891580	
0.790601	0.633192	
0.059756	0.327483	
0.012728	0.914559	
0.987472	0.448714	
0.535453	0.360025	
0.937639	0.901512	
0.707257	0.863682	
0.900711	0.256577	
0.285619	0.392195	
0.628448	0.331782	
0.252041	0.057416	
0.990242	0.994300	
0.197508	0.513793	
0.318274	0.238927	
0.640044	0.227668	
0.417454	0.147192	
0.847711	0.477103	
0.671472	0.422513	
0.169823	0.209899	
0.766960	0.289787	
0.443303	0.594968	
0.620097	0.972642	
0.196494	0.469268	
0.982509	0.033275	
0.247287	0.156713	
0.875815	0.829527	
0.864779	0.347691	
0.637826	0.942587	
0.053993	0.457279	
0.483773	0.776753	
0.882151	0.318394	
0.256126	0.715712	
0.965832	0.737056	
0.706031	0.264232	
0.944665	0.979056	
0.995339	0.655594	
0.569359	0.220362	
0.621955	0.197359	
0.010630	0.666728	
0.699492	0.357800	
0.552756	0.168176	
0.538275	0.793262	
0.352550	0.299713	
0.268555	0.595630	
0.746494	0.326845	
0.280819	0.722567	
0.189412	0.455314	
0.461152	0.575772	
0.007655	0.658506	
0.510753	0.230123	
0.676953	0.556379	
0.054762	0.385635	
0.361394	0.941671	
0.659125	0.919574	
0.279144	0.576103	
0.555033	0.431969	
0.096757	0.195531	
0.291435	0.141403	
0.561003	0.770139	
0.729629	0.874471	
0.232663	0.360594	
0.502261	0.495477	
0.482722	0.107206	
0.807087	0.716107	
0.605184	0.320410	
0.124614	0.389297	
0.907946	0.844553	
0.401656	0.639720	
0.768619	0.179468	
0.322854	0.207692	
0.673663	0.259824	
0.861811	0.452513	
0.380900	0.778183	
0.920696	0.135458	
0.646747	0.881562	
0.412966	0.717639	
0.350886	0.343663	
0.948560	0.449773	
0.339809	0.173490	
0.841602	0.800977	
0.018223	0.276884	
0.591985	0.499410	
0.585888	0.020336	
0.791070	0.505510	
0.106254	0.808525	
0.879576	0.028422	
0.683183	0.263870	
0.867074	0.915060	
0.415572	0.519699	
0.572845	0.807341	
0.984100	0.764881	
0.348789	0.094307	
0.010711	0.015822	
0.920336	0.092030	
0.745197	0.519027	
0.284896	0.250116	
0.694714	0.055558	
0.760571	0.916743	
0.701878	0.471277	
0.752087	0.332293	
0.849339	0.843842	
0.459094	0.998818	
0.138874	0.055811	
0.017365	0.845865	
0.459042	0.112631	
0.983585	0.109574	
0.604277	0.078806	
0.491415	0.203692	
0.452829	0.698244	
0.392976	0.755070	
0.456189	0.166586	
0.818182	0.183847	
0.910385	0.839161	
0.782866	0.629036	
0.204785	0.829473	
0.949392	0.424914	
0.528131	0.305857	
0.532371	0.552927	
0.051372	0.401738	
0.015932	0.767899	
0.086139	0.738002	
0.597020	0.113865	
0.726273	0.470219	
0.970404	0.583800	
0.933995	0.653809	
0.574815	0.910379	
0.735853	0.484063	
0.638783	0.023044	
0.301939	0.688132	
0.435980	0.513869	
0.593300	0.586144	
0.325505	0.755260	
0.659170	0.664073	
0.074317	0.043587	
0.566132	0.980962	
0.027275	0.408738	
0.655356	0.570601	
0.092115	0.172265	
0.250855	0.114951	
0.973821	0.005551	
0.292552	0.922936	
0.788082	0.287815	
0.308616	0.904399	
0.232992	0.901515	
0.757048	0.707090	
0.061771	0.188716	
0.750783	0.410539	
0.926297	0.269110	
0.935775	0.573620	
0.830459	0.521259	
0.799040	0.461560	
0.441197	0.191557	
0.492426	0.203529	
0.707824	0.397507	
0.893480	0.725099	
0.740873	0.859492	
0.483580	0.530782	
0.847595	0.522225	
0.031211	0.569529	
0.081221	0.076571	
0.922439	0.438504	
0.935459	0.259421	
0.093856	0.440225	
0.855662	0.114150	
0.526170	0.332612	
0.203296	0.792409	
0.015165	0.884866	
0.943850	0.283505	
0.862960	0.767757	
0.695903	0.045201	
0.686779	0.694374	
0.349829	0.583041	
0.168255	0.868351	
0.377281	0.965846	
0.972333	0.995018	
0.271428	0.884931	
0.027747	0.346398	
0.910847	0.600478	
0.228914	0.359793	
0.036812	0.705608	
0.146963	0.006278	
0.521473	0.399968	
0.260960	0.961149	
0.034555	0.763894	
0.763077	0.029833	
0.411467	0.528399	
0.795907	0.813731	
0.371113	0.301257	
0.227980	0.652802	
0.640579	0.205124	
0.520402	0.388964	
0.323737	0.054259	
0.937006	0.266791	
0.951519	0.172513	
0.424650	0.085830	
